"","X801010.SI","X801020.SI","X801030.SI","X801040.SI","X801050.SI","X801080.SI","X801110.SI","X801120.SI","X801130.SI","X801140.SI","X801150.SI","X801160.SI","X801170.SI","X801180.SI","X801200.SI","X801210.SI","X801230.SI","X801710.SI","X801720.SI","X801730.SI","X801740.SI","X801750.SI","X801760.SI","X801770.SI","X801780.SI","X801790.SI","X801880.SI","X801890.SI","X801010.SI.1","X801020.SI.1","X801030.SI.1","X801040.SI.1","X801050.SI.1","X801080.SI.1","X801110.SI.1","X801120.SI.1","X801130.SI.1","X801140.SI.1","X801150.SI.1","X801160.SI.1","X801170.SI.1","X801180.SI.1","X801200.SI.1","X801210.SI.1","X801230.SI.1","X801710.SI.1","X801720.SI.1","X801730.SI.1","X801740.SI.1","X801750.SI.1","X801760.SI.1","X801770.SI.1","X801780.SI.1","X801790.SI.1","X801880.SI.1","X801890.SI.1"
"801150.SI",0.404681302344678,0.086152283615671,0.307973443872008,0.399647634754706,0.242397005260839,0.824610332973027,0.740643615016207,0.10386654089199,0.114023526885009,0.379790334987283,1,0.264581752642788,0.142062079216427,0.18923028180383,0.370788431331559,0.47270070884288,0.386239835881677,0.388083732804938,0.184755425710725,0.512348183931614,0.455124100925485,0.323080945970178,0.543910972660258,0.334515571799788,0.425441142351841,0.154733950861963,0.572449231242741,0.48393141004673,-2,-200,0,-200,-142,-1,0,-1,-166,-2,0,-2,-200,200,-2,-2,-4,-144,-200,-2,-178,0,1,-2,200,-196,-2,-159
"801160.SI",0.249938412773847,-0.411259688705853,0.706491822385031,0.611662331750496,-0.351068702315433,0.316554568297445,0.322187095286339,-0.484520419188479,0.423898830615687,0.591780566046884,0.264581752642788,1,0.765534708721874,0.692506875415213,0.210082686201856,0.591548650698203,0.411719690825662,-0.0926560036301748,0.500381351002418,0.425035002248014,0.502439557902821,0.775212844806758,0.808123886024685,0.728926036622428,0.376054411804211,0.726554924605197,0.385550988330912,0.185461682779059,-170,-200,-159,-200,-200,1,1,200,-180,-160,2,0,-3,-121,-200,-1,-162,-200,4,-200,3,2,5,-157,200,113,-164,-200
"801170.SI",0.443600597904695,-0.0247651459497515,0.686167650757631,0.810190437724244,0.0110070697150291,0.351403146265465,0.358935391180772,-0.266428752346551,0.707655345631488,0.815554595984699,0.142062079216427,0.765534708721874,1,0.632774539011713,0.464588620010138,0.703306938843387,0.638259426038446,0.108223255326016,0.745748553258239,0.506467228791529,0.699245674798276,0.878950684334293,0.628329300049006,0.82268567633657,0.0520373862254911,0.777847494160601,0.362649733386246,0.383780913108461,-127,-200,2,1,-200,5,200,-200,-120,0,200,3,0,-124,1,0,-1,-200,3,4,6,10,63,5,200,129,6,2
"801180.SI",0.240286600943487,-0.268681974425689,0.603514566134284,0.619289719852388,-0.301930846911328,0.299099539158746,0.289970978070173,-0.438381714440132,0.262604222324552,0.392881880311965,0.18923028180383,0.692506875415213,0.632774539011713,1,0.307446845195382,0.381956654118655,0.242628369927883,-0.0802936130410042,0.618587874322388,0.45083716743998,0.230271406609424,0.518128603412656,0.450082052354296,0.51630409116406,0.205448988966124,0.622653304810227,0.447483082141807,0.068912276650414,-200,-200,-2,155,-200,-200,-200,-200,-200,-200,-200,121,124,0,-200,5,-200,-200,143,-200,142,135,136,-130,-67,200,-200,-200
"801200.SI",0.854252121090087,0.666738228296762,0.414009588449455,0.270266768739265,0.772675551905017,0.615102145093713,0.425798822356413,0.456374329130477,0.795669622097923,0.699324569985714,0.370788431331559,0.210082686201856,0.464588620010138,0.307446845195382,1,0.514011297261164,0.765673225644864,0.774591525735722,0.241292570737894,0.881945996014733,0.677273732525862,0.495004163811043,0.214255053610353,0.614690421802208,-0.0967641578489709,0.366867332020916,0.777802071151796,0.839379845980295,-2,-200,2,-6,-173,1,3,-200,-3,-1,2,200,-1,200,0,-1,-3,-129,4,2,2,4,164,4,200,200,4,-1
"801210.SI",0.668971452861318,-0.0164160338199936,0.767719345771793,0.582507091578373,0.107828952943884,0.714896954706247,0.535247056642126,-0.214961917568379,0.695458718193461,0.871363318116283,0.47270070884288,0.591548650698203,0.703306938843387,0.381956654118655,0.514011297261164,1,0.789801679085005,0.16498301362911,0.468234247336903,0.55791975396038,0.548863552430766,0.790502414151455,0.649133396659582,0.783564253196182,0.0486231340217324,0.550421443401188,0.502310748362714,0.393848151153745,-1,-200,0,-200,-136,1,3,-3,-1,0,2,1,0,-5,1,0,-1,-136,-200,2,2,5,15,2,200,200,0,1
"801230.SI",0.841317161349565,0.338356011395123,0.721009426859747,0.481998743724251,0.416128122826558,0.754187749445742,0.499422486500285,0.168877391725154,0.885928453664471,0.914444440576121,0.386239835881677,0.411719690825662,0.638259426038446,0.242628369927883,0.765673225644864,0.789801679085005,1,0.550714120073649,0.414525634760976,0.765239788154612,0.76659509073439,0.689438001925073,0.458794785656796,0.757554851398206,-0.175865968548789,0.526844802878239,0.686877642803301,0.792377799738743,0,-174,2,-7,-133,3,8,-200,0,2,4,162,1,200,3,1,0,-1,142,5,6,7,135,5,200,200,5,3
"801710.SI",0.639744413730887,0.749099488370289,0.128130160168442,0.0606158554135597,0.827772583714061,0.455445661922532,0.281137874330787,0.707569776421454,0.530165709301284,0.303156272137164,0.388083732804938,-0.0926560036301748,0.108223255326016,-0.0802936130410042,0.774591525735722,0.16498301362911,0.550714120073649,1,-0.00907322677075208,0.750700235005789,0.419097330668431,0.15818493374338,0.00499613528662217,0.309434370867531,-0.228346901137422,-0.00878194297538759,0.727001096336599,0.829728253746597,2,-67,200,-7,-6,132,70,-200,1,133,144,200,200,200,129,136,1,0,105,137,4,176,200,200,-200,200,140,5
"801720.SI",0.386541138640688,-0.0337170290793739,0.580093668513007,0.813049171452576,-0.100550747760192,0.377202052756654,0.365983262940034,-0.0350782888578458,0.588505209999543,0.516212932704941,0.184755425710725,0.500381351002418,0.745748553258239,0.618587874322388,0.241292570737894,0.468234247336903,0.414525634760976,-0.00907322677075208,1,0.326719971732194,0.510395315144269,0.592249319967336,0.47105664878986,0.517862657243356,0.154346639570016,0.752360664569911,0.364769662440654,0.355698966041666,-148,-200,-147,-1,-200,200,200,-200,-142,-99,200,-4,-3,-143,-4,200,-142,-105,0,199,0,0,200,200,-200,88,200,-1
"801730.SI",0.764536862505432,0.555261674231807,0.587729465589481,0.44481294407067,0.619258665898049,0.742567169131429,0.572419321351179,0.221092646527011,0.732073230825995,0.752949944814476,0.512348183931614,0.425035002248014,0.506467228791529,0.45083716743998,0.881945996014733,0.55791975396038,0.765239788154612,0.750700235005789,0.326719971732194,1,0.71883086056829,0.624853608537676,0.466186136569901,0.779500359024744,0.122397879951413,0.48968144549492,0.924897532798456,0.828695431772434,-3,-200,0,-196,-176,0,2,-200,-137,-2,2,200,-4,200,-2,-2,-5,-137,-199,0,-1,4,131,1,200,200,1,-137
"801740.SI",0.578276028515922,0.218532662437168,0.541410484342496,0.633477792246416,0.246993930846415,0.63652709622405,0.536844564566863,0.0356216455473308,0.682955643865343,0.760163345977421,0.455124100925485,0.502439557902821,0.699245674798276,0.230271406609424,0.677273732525862,0.548863552430766,0.76659509073439,0.419097330668431,0.510395315144269,0.71883086056829,1,0.71252786425074,0.497736880538583,0.70089100781185,0.141810299408154,0.497377596780747,0.62095716024384,0.754638865401543,-2,-200,-1,-167,-167,1,52,-200,-157,-3,178,-3,-6,-142,-2,-2,-6,-4,0,1,0,1,171,0,200,154,2,-1
"801750.SI",0.457028921001447,-0.0629098978314679,0.762933066186223,0.680797751824365,-0.0119107394428756,0.603464773252783,0.497260765795133,-0.375854984688428,0.641630614181722,0.852902500171989,0.323080945970178,0.775212844806758,0.878950684334293,0.518128603412656,0.495004163811043,0.790502414151455,0.689438001925073,0.15818493374338,0.592249319967336,0.624853608537676,0.71252786425074,1,0.800581479292725,0.912793001358049,0.24680287034406,0.690830998636189,0.500549855452426,0.433865195742996,-54,-200,-3,-56,-200,-1,-1,-200,-130,-5,0,-2,-10,-135,-4,-5,-7,-176,0,-4,-1,0,3,-2,200,105,-3,-139
"801760.SI",0.207115750313518,-0.335453125883753,0.597642353724482,0.676000718394228,-0.22638244856381,0.564095648163589,0.62906571030655,-0.420545602924457,0.344981069655495,0.566482980711003,0.543910972660258,0.808123886024685,0.628329300049006,0.450082052354296,0.214255053610353,0.649133396659582,0.458794785656796,0.00499613528662217,0.47105664878986,0.466186136569901,0.497736880538583,0.800581479292725,1,0.691390143415964,0.545134609647947,0.610702937773942,0.468521280027449,0.283765578765934,-100,-200,-135,-200,-200,-5,-7,200,-182,-12,-1,-5,-63,-136,-164,-15,-135,-200,-200,-131,-171,-3,0,-8,200,-200,-133,-177
"801770.SI",0.580149572277033,0.141467518909388,0.86552307471274,0.605545922942857,0.20513842736803,0.638998570988181,0.531649800820514,-0.211682546549659,0.701836931198461,0.895729945850573,0.334515571799788,0.728926036622428,0.82268567633657,0.51630409116406,0.614690421802208,0.783564253196182,0.757554851398206,0.309434370867531,0.517862657243356,0.779500359024744,0.70089100781185,0.912793001358049,0.691390143415964,1,0.129908694552232,0.690470972674737,0.6757285242499,0.546584047037415,-4,-200,0,-200,-200,0,0,-200,-130,-2,2,157,-5,130,-4,-2,-5,-200,-200,-1,0,2,8,0,200,200,-2,-156
"801780.SI",-0.272674285458811,0.0565595215219099,0.0158407866596921,0.00010519061695092,0.0751811130634458,0.249596444769762,0.491431616695791,0.296987948096597,-0.239948650788546,-0.0302295913036406,0.425441142351841,0.376054411804211,0.0520373862254911,0.205448988966124,-0.0967641578489709,0.0486231340217324,-0.175865968548789,-0.228346901137422,0.154346639570016,0.122397879951413,0.141810299408154,0.24680287034406,0.545134609647947,0.129908694552232,1,0.340485306520576,0.180158154221925,-0.147771136741045,-200,200,-200,200,200,-200,-200,200,200,-200,-200,-200,-200,67,-200,-200,-200,200,200,-200,-200,-200,-200,-200,0,-196,-200,-200
"801790.SI",0.402941227444139,-0.308983049227587,0.651282621459604,0.628261689001608,-0.31365655363695,0.258821320733191,0.349858586138384,-0.400219114919101,0.549437576924485,0.662631810037489,0.154733950861963,0.726554924605197,0.777847494160601,0.622653304810227,0.366867332020916,0.550421443401188,0.526844802878239,-0.00878194297538759,0.752360664569911,0.48968144549492,0.497377596780747,0.690830998636189,0.610702937773942,0.690470972674737,0.340485306520576,1,0.412582096983746,0.247713103604791,-200,-200,-200,-109,-200,-200,200,200,-200,-200,196,-113,-129,-200,-200,-200,-200,-200,-88,-200,-154,-105,200,-200,196,0,-200,-200
"801880.SI",0.695726739338984,0.516546006729834,0.550262123386976,0.488198236399482,0.582697177084718,0.769672257937005,0.649002435240192,0.167452268441901,0.619715725084042,0.64868850839062,0.572449231242741,0.385550988330912,0.362649733386246,0.447483082141807,0.777802071151796,0.502310748362714,0.686877642803301,0.727001096336599,0.364769662440654,0.924897532798456,0.62095716024384,0.500549855452426,0.468521280027449,0.6757285242499,0.180158154221925,0.412582096983746,1,0.817820631436526,-4,-200,0,-200,-200,-1,1,-200,-175,-1,2,164,-6,200,-4,0,-5,-140,-200,-1,-2,3,133,2,200,200,0,-156
"801890.SI",0.765032489947095,0.608234991957836,0.359653083703699,0.432540569050691,0.655286426391611,0.590465034777041,0.463347802052818,0.492792194572227,0.756462898520209,0.632449272362852,0.48393141004673,0.185461682779059,0.383780913108461,0.068912276650414,0.839379845980295,0.393848151153745,0.792377799738743,0.829728253746597,0.355698966041666,0.828695431772434,0.754638865401543,0.433865195742996,0.283765578765934,0.546584047037415,-0.147771136741045,0.247713103604791,0.817820631436526,1,-1,-168,163,-50,-134,2,168,-200,-3,-1,159,200,-2,200,1,-1,-3,-5,1,137,1,139,177,156,200,200,156,0
