"","X801010.SI","X801020.SI","X801030.SI","X801040.SI","X801050.SI","X801080.SI","X801110.SI","X801120.SI","X801130.SI","X801140.SI","X801150.SI","X801160.SI","X801170.SI","X801180.SI","X801200.SI","X801210.SI","X801230.SI","X801710.SI","X801720.SI","X801730.SI","X801740.SI","X801750.SI","X801760.SI","X801770.SI","X801780.SI","X801790.SI","X801880.SI","X801890.SI","X801010.SI.1","X801020.SI.1","X801030.SI.1","X801040.SI.1","X801050.SI.1","X801080.SI.1","X801110.SI.1","X801120.SI.1","X801130.SI.1","X801140.SI.1","X801150.SI.1","X801160.SI.1","X801170.SI.1","X801180.SI.1","X801200.SI.1","X801210.SI.1","X801230.SI.1","X801710.SI.1","X801720.SI.1","X801730.SI.1","X801740.SI.1","X801750.SI.1","X801760.SI.1","X801770.SI.1","X801780.SI.1","X801790.SI.1","X801880.SI.1","X801890.SI.1"
"801150.SI",0.56183596910951,0.245921101823836,0.440752265153999,0.574850077845701,0.351300602857704,0.855048035151058,0.728336562304522,0.42140997310957,0.303160316782879,0.571387034611982,1,0.33518089050743,0.407962937605509,0.495018788428658,0.498263246925719,0.571592753349009,0.525240842073845,0.464956729375715,0.299993952508378,0.63551033210235,0.404974301952692,0.487141268509835,0.66813847766207,0.492812773015455,0.378415518011547,0.271309580207793,0.576061240227455,0.485852084994802,-1,482,0,-282,-142,-1,0,464,-1,-1,0,-1,-312,269,-1,-2,-4,-135,-299,-2,-172,1,2,-1,112,-344,-3,-151
"801160.SI",0.389798664837647,0.167663310362466,0.401973870077214,0.323489137614017,0.292401425699454,0.173205170047996,0.224908935602304,0.097745295418359,0.412109605261562,0.349858652623845,0.33518089050743,1,0.596266463749166,0.596470313328391,0.412679784813345,0.313224391235408,0.262878547530529,0.330865069736165,0.612186870443644,0.37333483929785,0.301999573848877,0.51776301088006,0.52675001062132,0.557286229181635,0.246453298651687,0.426704722512735,0.333538878420231,0.471615503442431,-483,-500,4,-275,-500,-483,337,478,-366,-310,1,0,0,-125,-378,297,-310,-500,4,-2,2,3,2,2,357,114,-227,-500
"801170.SI",0.358115441108342,0.107119137265619,0.39788316304528,0.620021951215318,0.167960093081262,0.386737136869379,0.43197790577049,0.151170451845238,0.627170738153089,0.642418412323576,0.407962937605509,0.596266463749166,1,0.419985070753553,0.536974289180983,0.450932133125661,0.47076199326476,0.204287678277603,0.46349065946095,0.390708962144082,0.596031664638543,0.752622706251292,0.648696625240439,0.583715130242017,0.414281361471283,0.609271549917468,0.444472230043061,0.422495157087537,-94,-500,-133,31,-168,287,327,-500,-122,1,312,0,0,-133,2,275,0,-129,0,2,7,11,336,4,431,129,232,3
"801180.SI",0.507253077165445,0.277016128779022,0.320526204952463,0.490858509079391,0.252150940403503,0.518422366038883,0.432824787901586,-0.0145352231302035,0.351815210341893,0.457394119786304,0.495018788428658,0.596470313328391,0.419985070753553,1,0.514577662949558,0.439492659689171,0.38422156193641,0.54420097277291,0.664908484572804,0.519854251501929,0.343942355675805,0.466613268600651,0.447976537594484,0.433303753717633,0.296585686914982,0.319007337838362,0.379543517319747,0.548595933587122,-289,-500,-260,283,-421,-268,491,-283,-281,-271,-269,125,133,0,-283,480,-292,-423,148,-290,493,-274,500,-283,-92,209,-253,-413
"801200.SI",0.756824747991981,0.578037442863694,0.451255971472675,0.338320442817541,0.591569828117572,0.608600494934399,0.49432441375141,0.542264771745183,0.748105952784813,0.738316283272485,0.498263246925719,0.412679784813345,0.536974289180983,0.514577662949558,1,0.530678520006142,0.686928382818335,0.632393493230643,0.232357319203179,0.794762724642636,0.602009795551991,0.63758231837205,0.412320164851315,0.654358697549778,0.408015648108376,0.339867042646645,0.577715271824826,0.728471005171477,-2,-216,1,-225,-171,1,1,-460,-2,-1,1,378,-2,283,0,-1,-2,-133,-274,0,2,3,6,2,-500,334,2,-1
"801210.SI",0.473045435039329,-0.0018767857483405,0.435115768304481,0.582356471287332,0.352496501894961,0.748544669603669,0.5689448739314,0.18671806639828,0.727664462126906,0.811637073792386,0.571592753349009,0.313224391235408,0.450932133125661,0.439492659689171,0.530678520006142,1,0.78682912009594,0.217695254307331,0.53228651650003,0.425284692833808,0.440857976774394,0.679966046825849,0.615015803452884,0.486394340383274,0.324562004903589,0.388677323110122,0.628391998749603,0.354325580120874,-1,-170,1,-237,-128,1,3,472,0,1,2,-297,-275,-480,1,0,0,-136,-278,2,3,5,13,3,-484,246,0,1
"801230.SI",0.598535982820041,0.278439763124204,0.530975197033316,0.500513536232052,0.433578223374286,0.788681195937383,0.601926980775795,0.192116507812064,0.861703449719466,0.898246665612806,0.525240842073845,0.262878547530529,0.47076199326476,0.38422156193641,0.686928382818335,0.78682912009594,1,0.613037102922078,0.404616548759382,0.660721347453467,0.705436070262263,0.687615043567729,0.484015838444678,0.591199699385933,0.423746080817683,0.420350391048174,0.706606309132043,0.734157683162705,1,-164,1,-200,-127,2,5,-214,1,1,4,310,0,292,2,0,0,1,-282,4,5,6,11,4,-500,237,3,4
"801710.SI",0.488537889470295,0.614146385594489,0.212529354582477,0.196682058909197,0.629675035763294,0.471837982513483,0.428836276776857,0.545026287916789,0.500208934228852,0.408306637911993,0.464956729375715,0.330865069736165,0.204287678277603,0.54420097277291,0.632393493230643,0.217695254307331,0.613037102922078,1,0.326832910680941,0.623924147189432,0.524150166191422,0.278670633199959,0.156672882328855,0.28446539246402,0.465044832546594,0.236143689193265,0.492017037825912,0.811191946506575,3,-86,0,-145,-5,56,7,-252,0,1,135,500,129,423,133,136,-1,0,500,58,2,134,136,134,-500,337,5,4
"801720.SI",0.214713110986311,0.218867987605702,0.269868882137158,0.458574955045448,0.25113781312185,0.440782665952802,0.579950479898831,0.225064840714935,0.271644616466387,0.475044424116039,0.299993952508378,0.612186870443644,0.46349065946095,0.664908484572804,0.232357319203179,0.53228651650003,0.404616548759382,0.326832910680941,1,0.219326720826309,0.331558844784835,0.41291036556888,0.591700125183965,0.308120924400838,0.317901734827527,0.453706104838259,0.446086478980406,0.336592738688003,164,-215,268,119,-474,294,306,-280,-144,286,299,-4,0,-148,274,278,282,-500,0,293,298,298,353,290,-215,82,283,-500
"801730.SI",0.704231773624379,0.560575630094018,0.541345153211422,0.438349264679178,0.515024415913252,0.687952567561734,0.588648536294829,0.493096452834457,0.588127687296575,0.67168542156956,0.63551033210235,0.37333483929785,0.390708962144082,0.519854251501929,0.794762724642636,0.425284692833808,0.660721347453467,0.623924147189432,0.219326720826309,1,0.568853723407619,0.627181027024482,0.501838838642198,0.7974624155145,0.32653579746962,0.397579689673157,0.653377719665408,0.739947261180629,0,-216,1,-226,-142,0,1,-445,-3,-1,2,2,-2,290,0,-2,-4,-58,-293,0,-1,3,8,2,355,337,0,-2
"801740.SI",0.333595614986431,0.216309526637535,0.261639351362225,0.517457227150944,0.303246017503006,0.553323237144737,0.453583965361025,0.218259524634546,0.547958497482442,0.658205324097665,0.404974301952692,0.301999573848877,0.596031664638543,0.343942355675805,0.602009795551991,0.440857976774394,0.705436070262263,0.524150166191422,0.331558844784835,0.568853723407619,1,0.645585265279607,0.408582809511002,0.440838026080541,0.388800930649352,0.385645955590754,0.577218733882573,0.758281024385241,-2,-167,-162,-174,-3,1,46,-217,-4,-4,172,-2,-7,-493,-2,-3,-5,-2,-298,1,0,2,56,0,342,114,2,0
"801750.SI",0.434016923832472,0.103222047885053,0.511917930761425,0.548688405091416,0.21972402574266,0.634687500109929,0.496927185498131,0.157497231497982,0.643065598494837,0.806723128068205,0.487141268509835,0.51776301088006,0.752622706251292,0.466613268600651,0.63758231837205,0.679966046825849,0.687615043567729,0.278670633199959,0.41291036556888,0.627181027024482,0.645585265279607,1,0.787654148315061,0.763056786677619,0.367930141411032,0.451563483493021,0.491286111500546,0.540751450360969,-5,-500,-3,-280,-164,-2,-4,-489,-6,-4,-1,-3,-11,274,-3,-5,-6,-134,-298,-3,-2,0,2,-2,373,107,-3,-3
"801760.SI",0.314711738833484,0.0860570569755552,0.415808020909529,0.730669273640692,0.17854991183762,0.649560343293441,0.660721149518522,0.35825169982221,0.516091209917989,0.618075753108614,0.66813847766207,0.52675001062132,0.648696625240439,0.447976537594484,0.412320164851315,0.615015803452884,0.484015838444678,0.156672882328855,0.591700125183965,0.501838838642198,0.408582809511002,0.787654148315061,1,0.645353636431499,0.356879082624511,0.508489954792042,0.506288631134209,0.297932610910403,-500,500,-4,-290,-171,-5,-12,453,-458,-7,-2,-2,-336,-500,-6,-13,-11,-136,-353,-8,-56,-2,0,-4,110,-290,-101,-157
"801770.SI",0.675540243208287,0.353266779641048,0.791260840100145,0.458632644847119,0.279294432523815,0.554192207339643,0.513406621810965,0.394237567397405,0.593025850310109,0.73422071796229,0.492812773015455,0.557286229181635,0.583715130242017,0.433303753717633,0.654358697549778,0.486394340383274,0.591199699385933,0.28446539246402,0.308120924400838,0.7974624155145,0.440838026080541,0.763056786677619,0.645353636431499,1,0.373058614845072,0.457861274807032,0.395811652264243,0.516625252961433,-2,-245,0,-271,-176,0,-1,-500,-3,-1,1,-2,-4,283,-2,-3,-4,-134,-290,-2,0,2,4,0,365,332,-2,-1
"801780.SI",0.255311355105433,0.362906705912814,0.259446994454507,0.352019356203094,0.497306548553054,0.347474478178164,0.371013229454375,0.386180458565107,0.404961453472771,0.374014424126312,0.378415518011547,0.246453298651687,0.414281361471283,0.296585686914982,0.408015648108376,0.324562004903589,0.423746080817683,0.465044832546594,0.317901734827527,0.32653579746962,0.388800930649352,0.367930141411032,0.356879082624511,0.373058614845072,1,0.316474805550448,0.338580811499636,0.514623572838064,500,497,-342,-429,500,500,-241,375,476,500,-112,-357,-431,92,500,484,500,500,215,-355,-342,-373,-110,-365,0,-466,-330,500
"801790.SI",0.48960324335968,0.192730609278656,0.497811653478345,0.460222245728782,0.187813757332471,0.402676293055078,0.463814899899009,0.104398725786062,0.476496965661628,0.496766405995677,0.271309580207793,0.426704722512735,0.609271549917468,0.319007337838362,0.339867042646645,0.388677323110122,0.420350391048174,0.236143689193265,0.453706104838259,0.397579689673157,0.385645955590754,0.451563483493021,0.508489954792042,0.457861274807032,0.316474805550448,1,0.317007943814914,0.310211325767916,-325,-500,-320,-97,-500,-329,261,-344,-329,-215,344,-114,-129,-209,-334,-246,-237,-337,-82,-337,-114,-107,290,-332,466,0,-325,-382
"801880.SI",0.351081957136278,0.307045936598654,0.279827544793054,0.58145395076964,0.45713241363869,0.782626231383773,0.686684492219873,0.373069059496435,0.501821611979588,0.630819936040304,0.576061240227455,0.333538878420231,0.444472230043061,0.379543517319747,0.577715271824826,0.628391998749603,0.706606309132043,0.492017037825912,0.446086478980406,0.653377719665408,0.577218733882573,0.491286111500546,0.506288631134209,0.395811652264243,0.338580811499636,0.317007943814914,1,0.61643070304812,-2,-393,0,-204,-126,0,0,-417,-2,-1,3,227,-232,253,-2,0,-3,-5,-283,0,-2,3,101,2,330,325,0,-164
"801890.SI",0.583723728064049,0.54592869448586,0.309170269417569,0.391832917046873,0.499739161776101,0.579175221856269,0.433920520091462,0.427270107694556,0.675456414069235,0.622848867132158,0.485852084994802,0.471615503442431,0.422495157087537,0.548595933587122,0.728471005171477,0.354325580120874,0.734157683162705,0.811191946506575,0.336592738688003,0.739947261180629,0.758281024385241,0.540751450360969,0.297932610910403,0.516625252961433,0.514623572838064,0.310211325767916,0.61643070304812,1,0,-162,-2,-60,-131,2,1,-389,-3,-2,151,500,-3,413,1,-1,-4,-4,500,2,0,3,157,1,-500,382,164,0
