"","X801010.SI","X801020.SI","X801030.SI","X801040.SI","X801050.SI","X801080.SI","X801110.SI","X801120.SI","X801130.SI","X801140.SI","X801150.SI","X801160.SI","X801170.SI","X801180.SI","X801200.SI","X801210.SI","X801230.SI","X801710.SI","X801720.SI","X801730.SI","X801740.SI","X801750.SI","X801760.SI","X801770.SI","X801780.SI","X801790.SI","X801880.SI","X801890.SI","X801010.SI.1","X801020.SI.1","X801030.SI.1","X801040.SI.1","X801050.SI.1","X801080.SI.1","X801110.SI.1","X801120.SI.1","X801130.SI.1","X801140.SI.1","X801150.SI.1","X801160.SI.1","X801170.SI.1","X801180.SI.1","X801200.SI.1","X801210.SI.1","X801230.SI.1","X801710.SI.1","X801720.SI.1","X801730.SI.1","X801740.SI.1","X801750.SI.1","X801760.SI.1","X801770.SI.1","X801780.SI.1","X801790.SI.1","X801880.SI.1","X801890.SI.1"
"801150.SI",0.56183596910951,0.183544671403939,0.440752265153999,0.408238812267015,0.351300602857704,0.855048035151058,0.728336562304522,0.249368441006556,0.303160316782879,0.571387034611982,1,0.33518089050743,0.0765170963575946,0.285937845719962,0.498263246925719,0.571592753349009,0.525240842073845,0.464956729375715,0.0424893790927056,0.63551033210235,0.404974301952692,0.487141268509835,0.66813847766207,0.492812773015455,0.378415518011547,0.192476535352707,0.576061240227455,0.485852084994802,-1,-200,0,-200,-142,-1,0,-1,-1,-1,0,-1,-5,200,-1,-2,-4,-135,-200,-2,-172,1,2,-1,112,-200,-3,-151
"801160.SI",0.245612304259313,0.0240469357168812,0.401973870077214,0.282834940517539,0.0504510234158502,0.14759136518803,0.166800348016636,-0.272280854270762,0.194494164978916,0.313061173521551,0.33518089050743,1,0.596266463749166,0.596470313328391,0.180019344957829,0.213182113815275,0.222270737013486,0.0304174030526136,0.612186870443644,0.37333483929785,0.301999573848877,0.51776301088006,0.52675001062132,0.557286229181635,0.127339981846998,0.426704722512735,0.325386842869745,0.145084243921509,1,-200,4,149,-176,1,-168,200,-140,-1,1,0,0,-125,0,-135,-128,-119,4,-2,2,3,2,2,129,114,-200,2
"801170.SI",0.358115441108342,0.103597349173767,0.39788316304528,0.620021951215318,0.167960093081262,0.233920206101132,0.244509133429,-0.0861927195120773,0.627170738153089,0.642418412323576,0.0765170963575946,0.596266463749166,1,0.419985070753553,0.536974289180983,0.442273070878459,0.47076199326476,0.204287678277603,0.46349065946095,0.390708962144082,0.596031664638543,0.752622706251292,0.429469614370484,0.583715130242017,0.0189831363158959,0.609271549917468,0.407754111318297,0.422495157087537,-94,-200,-133,31,-168,8,200,-200,-122,1,5,0,0,-133,2,1,0,-129,0,2,7,11,14,4,200,129,200,3
"801180.SI",0.254434018407598,-0.070410563582495,0.264990846830156,0.351658112867871,0.00300191706734051,0.315633535055298,0.284764294825821,-0.143279930990809,0.208821799145304,0.338191880146339,0.285937845719962,0.596470313328391,0.419985070753553,1,0.322543335383394,0.30391752082883,0.15869672342956,-0.142997209159383,0.664908484572804,0.206902414567085,0.0509657146959129,0.321744630545683,0.272768242049938,0.259462541295034,0.296585686914982,0.317441045614276,0.336496113463042,-0.0269241926816819,-200,-52,-200,200,-48,-200,-200,-200,-200,-200,-200,125,133,0,-200,-200,1,-200,148,-200,-200,-200,-200,-200,-92,119,-200,146
"801200.SI",0.756824747991981,0.564026777955423,0.451255971472675,0.326236364738858,0.591569828117572,0.608600494934399,0.49432441375141,0.280857467620752,0.748105952784813,0.738316283272485,0.498263246925719,0.180019344957829,0.536974289180983,0.322543335383394,1,0.530678520006142,0.686928382818335,0.632393493230643,0.178964050280869,0.794762724642636,0.602009795551991,0.63758231837205,0.412320164851315,0.654358697549778,0.0225039683026345,0.254556068814523,0.577715271824826,0.728471005171477,-2,-200,1,-200,-171,1,1,-200,-2,-1,1,0,-2,200,0,-1,-2,-133,-200,0,2,3,6,2,200,200,2,-1
"801210.SI",0.473045435039329,-0.0018767857483405,0.435115768304481,0.545184713708819,0.352496501894961,0.748544669603669,0.5689448739314,0.180474122288663,0.727664462126906,0.811637073792386,0.571592753349009,0.213182113815275,0.442273070878459,0.30391752082883,0.530678520006142,1,0.78682912009594,0.217695254307331,0.303110397408927,0.425284692833808,0.440857976774394,0.679966046825849,0.615015803452884,0.486394340383274,0.0894760889258225,0.345712533934169,0.628391998749603,0.354325580120874,-1,-170,1,-200,-128,1,3,-3,0,1,2,135,-1,200,1,0,0,-136,-200,2,3,5,13,3,111,200,0,1
"801230.SI",0.598535982820041,0.278439763124204,0.530975197033316,0.500513536232052,0.433578223374286,0.788681195937383,0.601926980775795,0.184424993507347,0.861703449719466,0.898246665612806,0.525240842073845,0.222270737013486,0.47076199326476,0.15869672342956,0.686928382818335,0.78682912009594,1,0.613037102922078,0.197927924189643,0.660721347453467,0.705436070262263,0.687615043567729,0.484015838444678,0.591199699385933,-0.0575977372073002,0.374985389067848,0.706606309132043,0.734157683162705,1,-164,1,-200,-127,2,5,-200,1,1,4,128,0,-1,2,0,0,1,-200,4,5,6,11,4,200,200,3,4
"801710.SI",0.488537889470295,0.614146385594489,0.212529354582477,0.196682058909197,0.629675035763294,0.471837982513483,0.428836276776857,0.473217601390157,0.500208934228852,0.408306637911993,0.464956729375715,0.0304174030526136,0.204287678277603,-0.142997209159383,0.632393493230643,0.217695254307331,0.613037102922078,1,0.173906854521056,0.623924147189432,0.524150166191422,0.278670633199959,0.156672882328855,0.28446539246402,-0.0686085000422285,0.0322455999965686,0.492017037825912,0.811191946506575,3,-86,0,-145,-5,56,7,-200,0,1,135,119,129,200,133,136,-1,0,70,58,2,134,136,134,200,200,5,4
"801720.SI",0.214713110986311,0.215234494855514,0.255114535733386,0.458574955045448,0.130865812056295,0.186583114605924,0.163019591955831,0.0927436324629482,0.271644616466387,0.251995448230215,0.0424893790927056,0.612186870443644,0.46349065946095,0.664908484572804,0.178964050280869,0.303110397408927,0.197927924189643,0.173906854521056,1,0.205214483931336,0.174475930154648,0.241819088404773,0.0508382838217562,0.265145741216884,0.30521411825037,0.453706104838259,0.240895747879076,0.313835833974286,164,-200,182,119,200,200,200,-200,-144,200,200,-4,0,-148,200,200,200,-70,0,-19,-4,-3,200,-4,-200,82,200,-3
"801730.SI",0.704231773624379,0.551939950721761,0.541345153211422,0.428691870748482,0.515024415913252,0.687952567561734,0.588648536294829,0.112035707655178,0.588127687296575,0.67168542156956,0.63551033210235,0.37333483929785,0.390708962144082,0.206902414567085,0.794762724642636,0.425284692833808,0.660721347453467,0.623924147189432,0.205214483931336,1,0.568853723407619,0.627181027024482,0.501838838642198,0.7974624155145,0.149245949348479,0.219485486571165,0.653377719665408,0.739947261180629,0,-200,1,-200,-142,0,1,-200,-3,-1,2,2,-2,200,0,-2,-4,-58,19,0,-1,3,8,2,200,200,0,-2
"801740.SI",0.333595614986431,0.216309526637535,0.261639351362225,0.517457227150944,0.303246017503006,0.553323237144737,0.453583965361025,0.192677867917878,0.547958497482442,0.658205324097665,0.404974301952692,0.301999573848877,0.596031664638543,0.0509657146959129,0.602009795551991,0.440857976774394,0.705436070262263,0.524150166191422,0.174475930154648,0.568853723407619,1,0.645585265279607,0.408582809511002,0.440838026080541,0.160889012885575,0.385645955590754,0.577218733882573,0.758281024385241,-2,-167,-162,-174,-3,1,46,-200,-4,-4,172,-2,-7,200,-2,-3,-5,-2,4,1,0,2,56,0,200,114,2,0
"801750.SI",0.434016923832472,0.0761086600198083,0.511917930761425,0.519417851756746,0.21972402574266,0.634687500109929,0.496927185498131,-0.15740021202798,0.643065598494837,0.806723128068205,0.487141268509835,0.51776301088006,0.752622706251292,0.321744630545683,0.63758231837205,0.679966046825849,0.687615043567729,0.278670633199959,0.241819088404773,0.627181027024482,0.645585265279607,1,0.787654148315061,0.763056786677619,0.173115235354961,0.451563483493021,0.491286111500546,0.540751450360969,-5,-200,-3,-200,-164,-2,-4,-170,-6,-4,-1,-3,-11,200,-3,-5,-6,-134,3,-3,-2,0,2,-2,200,107,-3,-3
"801760.SI",0.285937847392648,-0.0587923381457764,0.415808020909529,0.49537167978494,0.17854991183762,0.649560343293441,0.660721149518522,-0.189640821564913,0.307220309544811,0.618075753108614,0.66813847766207,0.52675001062132,0.429469614370484,0.272768242049938,0.412320164851315,0.615015803452884,0.484015838444678,0.156672882328855,0.0508382838217562,0.501838838642198,0.408582809511002,0.787654148315061,1,0.645353636431499,0.356879082624511,0.436300117023619,0.506288631134209,0.297932610910403,-55,-200,-4,-200,-171,-5,-12,-61,-10,-7,-2,-2,-14,200,-6,-13,-11,-136,-200,-8,-56,-2,0,-4,110,-200,-101,-157
"801770.SI",0.675540243208287,0.305813940868425,0.791260840100145,0.388770398847861,0.279294432523815,0.554192207339643,0.513406621810965,-0.10757274981697,0.593025850310109,0.73422071796229,0.492812773015455,0.557286229181635,0.583715130242017,0.259462541295034,0.654358697549778,0.486394340383274,0.591199699385933,0.28446539246402,0.265145741216884,0.7974624155145,0.440838026080541,0.763056786677619,0.645353636431499,1,0.00937882749447467,0.341481337136505,0.395811652264243,0.516625252961433,-2,-200,0,-200,-176,0,-1,-131,-3,-1,1,-2,-4,200,-2,-3,-4,-134,4,-2,0,2,4,0,200,200,-2,-1
"801780.SI",-0.043462078086477,0.0172813766083665,0.162682156078538,0.105013737796824,-0.0254470164091552,0.232772381230843,0.321112415590036,0.186314100328774,-0.133168438611419,-0.0138506796807574,0.378415518011547,0.127339981846998,0.0189831363158959,0.296585686914982,0.0225039683026345,0.0894760889258225,-0.0575977372073002,-0.0686085000422285,0.30521411825037,0.149245949348479,0.160889012885575,0.173115235354961,0.356879082624511,0.00937882749447467,1,0.215559404688231,0.217146967697066,0.00960733572233128,73,200,62,200,200,-107,-200,93,81,-200,-112,-129,-200,92,-200,-111,-200,-200,200,-200,-200,-200,-110,-200,0,-196,-200,-200
"801790.SI",0.2584217000282,-0.213700249919814,0.343247209578532,0.460222245728782,-0.152844767509428,0.210537087285484,0.354413662198921,-0.0321827446468619,0.400471228540162,0.48844553637284,0.192476535352707,0.426704722512735,0.609271549917468,0.317441045614276,0.254556068814523,0.345712533934169,0.374985389067848,0.0322455999965686,0.453706104838259,0.219485486571165,0.385645955590754,0.451563483493021,0.436300117023619,0.341481337136505,0.215559404688231,1,0.235218259356467,0.153322704427813,-200,115,-200,-97,-112,-200,200,190,-200,-200,200,-114,-129,-119,-200,-200,-200,-200,-82,-200,-114,-107,200,-200,196,0,-200,-200
"801880.SI",0.351081957136278,0.272491735607437,0.279827544793054,0.580146035909987,0.45713241363869,0.782626231383773,0.686684492219873,0.129957302249944,0.501821611979588,0.630819936040304,0.576061240227455,0.325386842869745,0.407754111318297,0.336496113463042,0.577715271824826,0.628391998749603,0.706606309132043,0.492017037825912,0.240895747879076,0.653377719665408,0.577218733882573,0.491286111500546,0.506288631134209,0.395811652264243,0.217146967697066,0.235218259356467,1,0.61643070304812,-2,-200,0,-200,-126,0,0,-200,-2,-1,3,200,-200,200,-2,0,-3,-5,-200,0,-2,3,101,2,200,200,0,-164
"801890.SI",0.583723728064049,0.54592869448586,0.309170269417569,0.391832917046873,0.499739161776101,0.579175221856269,0.433920520091462,0.358328392251964,0.675456414069235,0.622848867132158,0.485852084994802,0.145084243921509,0.422495157087537,-0.0269241926816819,0.728471005171477,0.354325580120874,0.734157683162705,0.811191946506575,0.313835833974286,0.739947261180629,0.758281024385241,0.540751450360969,0.297932610910403,0.516625252961433,0.00960733572233128,0.153322704427813,0.61643070304812,1,0,-162,-2,-60,-131,2,1,-200,-3,-2,151,-2,-3,-146,1,-1,-4,-4,3,2,0,3,157,1,200,200,164,0
